names,prices,description,phone_model,city,date,view
Продам сони z3 компакт,26 000 ₸,Телефон в хорошем состоянии была замена задней крышки. Есть торг.,Мобильные телефоны » Sony,Павлодар,29 ноября 2020 г.,  1019 
Neffos x20 32gb,30 000 ₸,Neffos x20 32gb минусы жоқ коробка бар Обмен бар,Мобильные телефоны » Другой,Шымкент,29 ноября 2020 г.,  3 
"Iphone 8 в идеале, супер торг!",120 000 ₸,"В илеальном состоянии, больше добавить несего. Супер торг! Звоните",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  8 
Продам Xiaomi Redmi Note 9 s 128Gb,70 000 ₸,Продам Xiaomi Redmi Note 9 s 128Gb озу 6 без коцеков,Мобильные телефоны » Xiaomi,Алматы,29 ноября 2020 г.,  3 
Продам телефон Хуавей,10 000 ₸,"Продам телефон, все работает.
Экран разбит на работу никак не влияет.
Работает 7 из 10.
Две симки, флешка. 
Поддержка... ",Мобильные телефоны » Huawei,Экибастуз,29 ноября 2020 г.,  25 
Продам сотвый телефон,Договорная цена,,Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  1 
Телефон,5 000 ₸,Разбит экран. В целом рабочий.,Мобильные телефоны » Huawei,Алматы,29 ноября 2020 г.,  202 
Самсунг j6+,40 000 ₸,Телефон в хорошем состоянии Самсунг j6+в отличном состоянии память 32 GB нетормозит зашитное стекло,Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  146 
Продам IPhone 7+ нужно плата и батарейка,40 000 ₸,Нужно Плата и батарейка,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  107 
Samsung j2 2018 года,15 000 ₸,В хорошем состоянии,Мобильные телефоны » Samsung,Нур-Султан (Астана),29 ноября 2020 г.,  149 
Телефоны,5 000 ₸,Рабочие телефоны некоторые без батарей,Мобильные телефоны » Другой,Алматы,29 ноября 2020 г.,  397 
Продам телефон,6 500 ₸,Продам Elefon s7 память 32г в рабочем состоянии трещина на стекле сенсор работает работает одна симка каробки нет есть... ,Мобильные телефоны » Другой,Алматы,29 ноября 2020 г.,  37 
телефон,140 000 ₸,"Срочно, хорошо работает только надо поменять стекло и динамик.",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  61 
телефон,140 000 ₸,Хорошо работает надо поменять динамик стихло хоум,Мобильные телефоны » Apple,Шалкар (Алматинская область),29 ноября 2020 г.,  12 
Продам Xiaomi redmi 4a,20 000 ₸,В хорошем состоянии,Мобильные телефоны » Xiaomi,Караганда,29 ноября 2020 г.,  372 
Продам Huawei p9 lite mini,20 000 ₸,В хорошем состоянии,Мобильные телефоны » Huawei,Караганда,29 ноября 2020 г.,  174 
Продам Huawei y6 2018,25 000 ₸,В хорошем состоянии,Мобильные телефоны » Huawei,Караганда,29 ноября 2020 г.,  158 
Смартфон LG KA 10 в хорошем состоянии в комплекте зарядка чехол,Договорная цена,Телефон не гонит не винет в хорошем состоянии я жеву в Узынагаче где Цон все вопросы по этому номеру 8708 164 52 80,Мобильные телефоны » LG,Узынагаш,29 ноября 2020 г.,  3 
Самсунг с4 S4,15 000 ₸,"Самсунг с4, б/у, в хорошем состоянии. Обмен не интересует. Коробки и наушника нет. Есть запасная батарейка и зарядное... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  974 
Самсунг с10,63 000 ₸,"Samsung s10 внешнее состояние в идеальное, париться сенсор. Телефон на гарантии ещё два года. Телефон орегинал",Мобильные телефоны » Samsung,Темиртау,29 ноября 2020 г.,  62 
Samsung s 7 edge,52 000 ₸,,Мобильные телефоны » Samsung,Темиртау,29 ноября 2020 г.,  74 
Samsung s 6 edge plus,60 000 ₸,"64gb.Черный сапфир орегинал в отличном состоянии. Коробка, все кроме наушников",Мобильные телефоны » Samsung,Темиртау,29 ноября 2020 г.,  145 
Продам телефон,10 000 ₸,,Мобильные телефоны » Samsung,Нур-Султан (Астана),29 ноября 2020 г.,  87 
"Продам iPhone 8, 64 GB, черный",130 000 ₸,"Продам iphone 8, черного цвета, 64 GB. Состояние идеальное. На дисплее с самого начала стоит бронепленка, сзади -... ",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  120 
"Новый телефон BQ,в упаковке.",12 700 ₸,"Продам новый телефон в упаковке,подойдет для работников режимных предприятий или ребенку для звонков и прослушивания... ",Мобильные телефоны » BQ,Усть-Каменогорск,29 ноября 2020 г.,  406 
Продам новый телефон,4 000 ₸,Продам две сотки один новый второй б. У,Мобильные телефоны » Другой,Кокшетау,29 ноября 2020 г.,  17 
"Продам iPhone 11, 64 GB",280 000 ₸,"Продам iPhone 11, 64 GB, красного цвета. Телефон в идеальном состоянии, на гарантии магазина и на официальной гарантии... ",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  53 
Телефон в идеальном состоянии,65 000 ₸,"Телефон в идеальном состоянии, каробка док всё на месте",Мобильные телефоны » Xiaomi,Тараз,29 ноября 2020 г.,  14 
Самсунг Асе 2 GT-I8160,22 000 ₸,"Продам телефон в хорошем состоянии, полностью рабочий, наушники, зарядное устройство.",Мобильные телефоны » Samsung,Усть-Каменогорск,29 ноября 2020 г.,  3660 
Самсунг J 5 2017 года,68 000 ₸,"Продам смартфон J5 2017 года, внешнее состояние отличное, работает безупречно, батарея держит на 5+, всё в комплекте,... ",Мобильные телефоны » Samsung,Усть-Каменогорск,29 ноября 2020 г.,  2236 
IPhone 7,80 000 ₸,Всем привет продаю телефон айфон 7 серия первый владелец владею с 2017 года декабрь 21 купил и все оригинал не был в... ,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  98 
Продам телефон Samsung S9+ Titanium Grey 256gb,170 000 ₸,"Продам телефон SAMSUNG S9+ TITANIUM GREY с 256GB на борту. Это не обычный S9+ 
Состояние идеальное. Без сколов, трещин... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  232 
Все телефоны,10 000 ₸,Продаются все сразу за 10 000. Окончательно. 3 рабочих 2 нет. Район Саина Толе би Доставки нет.,Мобильные телефоны » Nokia,Алматы,29 ноября 2020 г.,  4816 
Nokia 105,3 700 ₸,"Жаксы жагдайы, батарейка жана",Мобильные телефоны » Nokia,Шымкент,29 ноября 2020 г.,  26 
Обмен или продам OnePlus 6,160 000 ₸,"ONE PLUS 6 8/128, Qualcom snapdragon 845, быстрая зарядка в ИДЕАЛЬНОМ состоянии, полный комплект, ЧЕК ИМЕЕТСЯ. Обмен... ",Мобильные телефоны » Другой,Усть-Каменогорск,29 ноября 2020 г.,  143 
А11,55 000 ₸,Таза. Жанадан алынган. 1 апта болган жок алганыма,Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  2 
А3 телефон,30 000 ₸,Таза,Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  4 
Продам телефон,50 000 ₸,"Модель А30, в отличном состоянии, полная комплектация, не зависает, в ремонте не был, торг уместен, срочно",Мобильные телефоны » Samsung,Нур-Султан (Астана),29 ноября 2020 г.,  32 
Продам iphone 7,80 000 ₸,"Продам айфон, в хорошем состоянии! 32 гб, зарядка оригинал, чехлы в подарок, по вопросам писать или звонить.",Мобильные телефоны » Apple,Восточно-Казахстанская область,29 ноября 2020 г.,  23 
Iphone 6S plus gold,80 000 ₸,"Продается Iphone 6S plus gold состояние отличное все работает!

Память 32 гб!

Коробка все имеется!

Состояние... ",Мобильные телефоны » Apple,Шымкент,29 ноября 2020 г.,  4 
Продам Самсунг галакси джи5 2016,35 000 ₸,"Продам Самсунг галакси джи5 2016 
Состояниясы жақсы дым минус жоқ Комплектасында бәрі бар",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  35 
"LG G2 mini, б/у. В хорошем состоянии",12 000 ₸,"Продам телефон LG G2 mini
-Состояние хорошее.
-Поддержка двух сим карт
Общие характеристики
Тип устройства... ",Мобильные телефоны » LG,Алматы,29 ноября 2020 г.,  148 
"Realme 6i, 4/128, на гарантии",85 000 ₸,"Смартфон Realme 6i стал первым устройством с процессором MediaTek Helio G80. Он состоит из 2 ядер Cortex-A75,... ",Мобильные телефоны » OPPO,Алматы,29 ноября 2020 г.,  246 
телефон,130 000 ₸,"Ешқандай минус жоқ 
2 ай болған 
Срочны ақша керек",Мобильные телефоны » Apple,Кульсары,29 ноября 2020 г.,  0 
Samsung Galaxy S10 5G.,230 000 ₸,"Продам Samsung Galaxy S10 5G. Состояние отличное. Никаких сколов, ударов. Был в чехле. Пользуюсь с марта месяца.... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  67 
телефон,Договорная цена,Срочна сатам акша крек болып тұр,Мобильные телефоны » Xiaomi,Шымкент,29 ноября 2020 г.,  42 
телефон,10 000 ₸,телефон,Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  57 
телефон,10 000 ₸,телефон,Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  57 
телефон,10 000 ₸,,Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  71 
IPhone se,44 500 ₸,Продам IPhone SE. Покупал для себя в 2018. Поддерживает все последние обновления IOS. Все время был в чехле. Никогда... ,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  9 
Срочно продам айфон 6,30 000 ₸,"Продам телефон Айфон 6, 32 гб. Серого цвета.
В хорошем состоянии, заряд держит хорошо.
Без документа!
Б/у
Продаю... ",Мобильные телефоны » Apple,Актобе,29 ноября 2020 г.,  2 
Galaxy a3 2016,25 000 ₸,Телефон в отличном состоянии,Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  48 
"Новый телефон Asus ZenFone Max M2 - 3/32, 6. 3'' - экран, LTE, 4000mAh",47 000 ₸,"Новый телефон Asus ZenFone Max M2 обладает хорошими характеристиками, приятной ценой и внешним видом. 

Станет... ",Мобильные телефоны » Xiaomi,Костанай,29 ноября 2020 г.,  2093 
Продаю самсунг с20 Fe запечатный,208 000 ₸,Продаю самсунг с20 Fe запечатный купил 2 шт обе купил магазин сулпак чек гарантия всё есть цвет чёрный память 128гб... ,Мобильные телефоны » Samsung,Караганда,29 ноября 2020 г.,  12 
Продам сотка ретми 5,54 000 ₸,Продам ретми 5 каробка есть,Мобильные телефоны » Xiaomi,Шымкент,29 ноября 2020 г.,  4 
"Oppo A1k, 2Gb/32Gb. Б/у.",30 000 ₸,"Oppo A1k, 2Gb/32Gb. Корпус, батарея,  задняя крышка, чехол книжка (красные)- новые. Дисплей требует замены (+12000 тг.... ",Мобильные телефоны » OPPO,Алматы,29 ноября 2020 г.,  198 
IPhone XR red,Договорная цена,"Продам телефон IPhone XR red
Состояние отличное 10/10
Диагональ 6. 1
IOS 14
Память 128 ГБ
Состояние батареи... ",Мобильные телефоны » Apple,Караганда,29 ноября 2020 г.,  33 
Телефон,35 000 ₸,Срочно акша керек,Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  95 
Сотовый телефон б/у нокиа,4 000 ₸,Обычная звонилка. Устойчивый сигнал в любых условиях.,Мобильные телефоны » Nokia,Риддер,29 ноября 2020 г.,  24 
Смартфон Galaxy Note 3 оригинал.,32 000 ₸,"Продам сотовый телефон Самсунг Note 3 оригинал, в хорошем состоянии. Работает отлично, без глюков, сколов и царапин.... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  262 
Телефон,Договорная цена,"Самсунг Галакси А01,телефон новый, 4G есть, хорошо ловит, 2-Симка Срочно продам",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  94 
iPhone 6plus 128gb,62 000 ₸,"В комплекте коробка,наушники
Есть небольшой торг
Отпечаток все работает
С айклауда выйду
Память 128гб",Мобильные телефоны » Apple,Нур-Султан (Астана),29 ноября 2020 г.,  4 
IPhone 5(белый),Договорная цена,"Продам iPhone 5 в рабочем состоянии, но на запчасти. Торг!
А так же iPhone 4, в рабочем состоянии, требуется прошивка.",Мобильные телефоны » Apple,Атырау,29 ноября 2020 г.,  1108 
One plus 5T 64Gb.,110 000 ₸,"В отличном состоянии 10-10. Полная комплектация, всё родное, в использовании мало. Характеристики и описания есть в... ",Мобильные телефоны » Другой,Алматы,29 ноября 2020 г.,  12 
Продам Tecno Camon 12,60 000 ₸,"Продам Tecno Camon 12, состояние хорошее.
Экран: 6, 52 дюйма, IPS матрица
Объем оперативной памяти: 4Гб
Объем... ",Мобильные телефоны » Другой,Алматы,29 ноября 2020 г.,  41 
HUAWEI P30 pro 256gb,250 000 ₸,HUAWEI P30 pro 256gb отличном состоянии 3 месяц назад покупал всегда носил в чехле.,Мобильные телефоны » Huawei,Атырау,29 ноября 2020 г.,  208 
Sony Ericsson Z550i раритет,13 000 ₸,Отличном состоянии без дефектов без минусов. В комплекте документ зарядка наушник.,Мобильные телефоны » Sony Ericsson,Атырау,29 ноября 2020 г.,  518 
Huawei Y7,Договорная цена,"Хороший телефон без царапин и трещин,только динамики не работают,уступлю за это:)Можете обмен предложить.",Мобильные телефоны » Huawei,Боралдай (Бурундай),29 ноября 2020 г.,  20 
"Apple iPhone X, 64GB, Серый космос",169 800 ₸,"Apple iPhone X, 64GB, Серый космос

В отличном состоянии, один хозяин, комплект на фото.

С iCloud вышел, сделал... ",Мобильные телефоны » Apple,Караганда,29 ноября 2020 г.,  15 
Продам телефон Самсунг S9,90 000 ₸,"Телефон в хорошем состояний
Коробка имеется",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  236 
ПЕРЕТЯЖКА САЛОН АВТО БЕЗ ВЫХОДНЫХ,20 000 ₸,ПЕРЕТЯГИВАЕМ ПОТОЛКИ ДВЕРИ ПОЛ ПАНЕЛЬ СТОЙКИ КАЗЕРКИ И. Т. Д,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  7272 
samsung A50. 64gb. в отл состоянии,67 000 ₸,"Тел в идеальном состоянии, пользовались месяца 4. В комплекте все есть.  Два чехла в подарок. Все работает. Обмен не... ",Мобильные телефоны » Samsung,Караганда,29 ноября 2020 г.,  0 
самсунг А50.    64гб. тел в идеале.,67 000 ₸,"Тел в идеальном состоянии, пользовались месяца 4. В комплекте все есть.  Два чехла в подарок. Все работает. Обмен не... ",Мобильные телефоны » Samsung,Караганда,29 ноября 2020 г.,  0 
Продам новый iPhone 11 128гб dual sim,360 000 ₸,"Продам новый двух симочный iPhone 11 128гб
Покупали (18.11.2020)
Все в комплектации 10 из 10
Гарантия 1 год
Срочно... ",Мобильные телефоны » Apple,Талапкер,29 ноября 2020 г.,  12 
Lg Q6 gold 3 гиг 32гиг.,45 000 ₸,Как новый,Мобильные телефоны » LG,Актобе,29 ноября 2020 г.,  141 
телефон,35 000 ₸,Samsung A5 2017 документ все есть отличном состояние,Мобильные телефоны » Samsung,Атырау,29 ноября 2020 г.,  45 
iphone 5s 32gb black,40 000 ₸,"5s айфон, черный, в рабочем состоянии. в комплекте коробка и зарядка.",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  34 
Нокиа,Договорная цена,,Мобильные телефоны » Билайн,Шымкент,29 ноября 2020 г.,  291 
Apple Iphone только оптом!,Договорная цена,Также уже в наличии Apple iPhone 12! Модельный ряд Apple Iphone начиная с Apple X и свежее вплоть до Apple 11 всех... ,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  1768 
Продается   телефон   MAXXI,7 000 ₸,"Сотовый телефон в отличном состоянии , зарядка имеется",Мобильные телефоны » MAXVI,Актау,29 ноября 2020 г.,  263 
Продается смартфон HUAWEI Y5,35 000 ₸,"Продается сотка двухсимачная, документы при себе",Мобильные телефоны » Huawei,Актау,29 ноября 2020 г.,  605 
Продается Самсунг А 3,25 000 ₸,"Самсунг телефон А3, состояние отличное,",Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  1773 
Продам Самсунг а21s 32гб 2020г,Договорная цена,Продам Самсунг а21s 32гб 2020г в хорошем состоянии документы и зарядка имеются цена 62000тг обмен на Самсунг а3 2017г... ,Мобильные телефоны » Samsung,Семей,29 ноября 2020 г.,  3 
продам iPhone 5SE в хорошем состояние,40 000 ₸,"Продам iPhone 5SE в хорошем состояние, все подерживает, только звонить",Мобильные телефоны » Apple,Актау,29 ноября 2020 г.,  27 
Samsung S10 e. Просьба вернуть за вознаграждение 100%,30 000 ₸,"Samsung S10 e зеленом чехле с двумя Сим картами
Просьба вернуть за вознаграждение
Был потерян по трассепо улицы... ",Мобильные телефоны » Samsung,Балпык Би,29 ноября 2020 г.,  281 
Продаётся Samsung Galaxy s10e 6/128,130 000 ₸,Отличное состояние. С покупки прошел месяц. Лежит без дела. Продаю по причине покупки нового телефона. Поддержка... ,Мобильные телефоны » Samsung,Атырау,29 ноября 2020 г.,  235 
Продам Samsung Note 9 6/128gb Ocean BLUE,190 000 ₸,"Продам Samsung Galaxy Note 9/128gb
Портретный режим
Связь ловит превосходно
Батарею держит отлично
Не вскрывал, не... ",Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  36 
"Айфон Apple-11Pro-Gold-256Gb, Продаю Срочно",510 990 ₸,"Айфон 11про, 256Гб. Водонепроницаемый с пылезащитой. Тройная камера, корпус из устойчивого к царапинам стекла. С... ",Мобильные телефоны » Apple,Актобе,29 ноября 2020 г.,  547 
"Смартфон Huawei Mate-10Lite. D-5, 9",44 000 ₸,"Продам смартфон Huawei Mate10lite, большой безрамочный экран, оригинал. С документами и упаковкой.",Мобильные телефоны » Huawei,Актобе,29 ноября 2020 г.,  12656 
Продаётся Samsung Galaxy s10e 6/128,130 000 ₸,Отличное состояние. С покупки прошел месяц. Лежит без дела. Продаю по причине покупки нового телефона. Поддержка... ,Мобильные телефоны » Samsung,Атырау,29 ноября 2020 г.,  235 
Продам Samsung Note 9 6/128gb Ocean BLUE,190 000 ₸,"Продам Samsung Galaxy Note 9/128gb
Портретный режим
Связь ловит превосходно
Батарею держит отлично
Не вскрывал, не... ",Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  36 
"Айфон Apple-11Pro-Gold-256Gb, Продаю Срочно",510 990 ₸,"Айфон 11про, 256Гб. Водонепроницаемый с пылезащитой. Тройная камера, корпус из устойчивого к царапинам стекла. С... ",Мобильные телефоны » Apple,Актобе,29 ноября 2020 г.,  547 
"Смартфон Huawei Mate-10Lite. D-5, 9",44 000 ₸,"Продам смартфон Huawei Mate10lite, большой безрамочный экран, оригинал. С документами и упаковкой.",Мобильные телефоны » Huawei,Актобе,29 ноября 2020 г.,  12656 
"Телефон Huawei-P8-Lite-Gold, продам недорого.",39 900 ₸,"Huawei-P8Lite-Gold, Сенсорный смартфон со всеми рабочими функциями, в отличном состояний с документами ни одной... ",Мобильные телефоны » Huawei,Актобе,29 ноября 2020 г.,  1263 
Huawei-P20-с двойной камеройLeica.Продаю схорошей скидкой.,175 990 ₸,"Продам Huawei P20pro с двойной камерой Leica, 128Гб, устойчив к царапинам, защита от влаги. В идеальном состоянии, с... ",Мобильные телефоны » Huawei,Актобе,29 ноября 2020 г.,  7057 
"Самсунг-S5мини, 2*сим.",18 000 ₸,"Продам смартфон Samsung Galaxi S5мини, цвет белый. На 2симки, флешка всталяется. Все функций работают. Обмен не... ",Мобильные телефоны » Samsung,Актобе,29 ноября 2020 г.,  3175 
Samsung Galaxy C5,30 000 ₸,Samsung Galaxy C5 состаяния хорошый,Мобильные телефоны » Другой,Актау,29 ноября 2020 г.,  90 
продам samsung S 9 оригинал 1 сим карта приобрел в Корее памет 64,85 000 ₸,Samsung s 9 память 64 г состояние отличный 1 симочный приобрел в корее,Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  51 
Куплю samsung а10,20 000 ₸,Куплю самсунг а10 за 20. 000 без минусов с коробкой и зарядкой. Обратите внимание что я куплю а не продаю,Мобильные телефоны » Samsung,Актобе,29 ноября 2020 г.,  785 
Samsung Galaxy Note 10 +,270 000 ₸,"Смартфон В ОТЛИЧНОМ СОСТОЯНИЕ на 100%
Без либо каких царапен! В ремонте не был! Всегда был в чехле и защитных... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  265 
Samsung Galaxy S9+,130 000 ₸,"Телефон в отличном состоянии, мощная камера, мощный процессор, идеальный телефон для пользования, минусов никаких... ",Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  541 
iPhone 8 plus,125 000 ₸,Телефон в хорошем состоянии коробка зарядка все есть кроме наушников процент аккумулятора 86% ОБМЕН НЕТУ ЦЕНА... ,Мобильные телефоны » Apple,Актау,29 ноября 2020 г.,  89 
IPhone 11 PRO 512 gb,380 600 ₸,"Midnight green
Есть царапина
Карбоновый чехол 60 тыс отдам вместе 
С коробкой зарядка наушники 
Есть документы",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  152 
Продам телефон,70 000 ₸,А отличном состоянии A50 Samsung продам,Мобильные телефоны » Samsung,Актобе,29 ноября 2020 г.,  4 
Iphone xs max 512,255 000 ₸,Iphone xs max в идеальном сотояний без нареканий все работает не всрывался,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  56 
Oppo a71k.,8 000 ₸,"Сломанный дисплей. 16гб, 2 Гб оперативной памяти. Цена договорная. Коропка все в наличии. Оплата наличными или каспи.... ",Мобильные телефоны » OPPO,Алматы,29 ноября 2020 г.,  296 
OPPO A83,50 000 ₸,В хорошем состоянии! в ремонте не был не глючить! без царапин почти как новый черного цвета с защитным экраном!... ,Мобильные телефоны » OPPO,Алматы,29 ноября 2020 г.,  8 
Samsung Note 10+ aura 256 Gb Обмен на,350 000 ₸,"Samsung Note 10+ 256 Gb  цвет Aura касына
Наушник дам Buds декабрьде 1 жыл болады
Арт жагы треска бар.
Обмен на Айфон... ",Мобильные телефоны » Samsung,Атырау,29 ноября 2020 г.,  81 
iphone 7,50 000 ₸,продается айфон 7 польный комплект минус кнопка хоум плохо работает на работу не влияет отпечаток работает,Мобильные телефоны » Apple,Уральск,29 ноября 2020 г.,  64 
Продам смартфон SAMSUNG J6,40 000 ₸,<nil>,Мобильные телефоны » Другой,Костанай,29 ноября 2020 г.,  124 
iphone 7,50 000 ₸,продается айфон 7 польный комплект минус кнопка хоум плохо работает на работу не влияет отпечаток работает,Мобильные телефоны » Apple,Уральск,29 ноября 2020 г.,  64 
Продам смартфон SAMSUNG J6,40 000 ₸,<nil>,Мобильные телефоны » Другой,Костанай,29 ноября 2020 г.,  124 
Apple iphone se,40 000 ₸,Менял батарею,Мобильные телефоны » Apple,Актау,29 ноября 2020 г.,  22 
"Продам айфон 12, 128гб",420 000 ₸,"Продам Айфон 12, 128гб ,на фото картинка,телефон новый не вскрывали",Мобильные телефоны » Apple,Шымкент,29 ноября 2020 г.,  53 
"Продам Samsung A10s, 32 GB, 4G, Алматы, торг",50 999 ₸,"Продам смартфон-Samsung A10s 32GB в идеальном состоянии, в полной комплектации- документы, коробка, зарядное... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  68 
Мобильный телефон,22 000 ₸,Lg x poer идеал,Мобильные телефоны » LG,Шымкент,29 ноября 2020 г.,  63 
IPhone XS 64 GB,Договорная цена,"Продам айфон xs,один хозяин,документы имеются,200000",Мобильные телефоны » Apple,Уральск,29 ноября 2020 г.,  2 
айфон 7 32 гб,69 990 ₸,"Айфон 7 32 гб в идеал 10/10 есть минимальные царапинки , отпечатка все работает , дисплей и батенька родные , коробка... ",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  5 
Продам iFhone,300 000 ₸,"Продам iPhone X, чёрного цвета, память 256gb. В идеальном состоянии",Мобильные телефоны » Apple,Аксай,29 ноября 2020 г.,  15 
продам айфон,25 000 ₸,"продам айфон 5s в хорошем состоянии все работает,отпечаток работает торг есть",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  44 
Samsung galaxy A 3,42 000 ₸,"Продам Самсунг галакси А 3, документы и зарядное устройство
В отличном состоянии, обмен не предлагать 
Пожарили новый... ",Мобильные телефоны » Samsung,Нур-Султан (Астана),29 ноября 2020 г.,  12 
Планшет Samsung galaxy tabA6! В отличном состоянии,40 000 ₸,"Планшет в отличном состоянии, пользовалась только во время карантина в связи с работай, отличная держит батарею, в... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  4 
Samsung s20,200 000 ₸,"Типы передачи данных
Bluetooth:5. 0
Энергопотребление
Быстрая зарядкаПоддерживается
Основные характеристики
Объем... ",Мобильные телефоны » Samsung,Караганда,29 ноября 2020 г.,  2 
Продам Huawei Y7,55 000 ₸,"Документы, зарядка все имеются. 
Состояние идеальное без царапин.
Реальному покупателю цену можно договориться.",Мобильные телефоны » Huawei,Актау,29 ноября 2020 г.,  19 
Продам oppo ax7,55 000 ₸,"Продам сотовый телефон Oppo ax7 в полной комплектации.Состояние отличное,пользовались бережно,зарядка оригинал.",Мобильные телефоны » OPPO,Актобе,29 ноября 2020 г.,  7 
Oppo a5 s,Договорная цена,Состояние отличное обменяю звоните пишите,Мобильные телефоны » OPPO,Алматы,29 ноября 2020 г.,  21 
Samsung A50 в отличном состоянии,80 000 ₸,"в отличном состоянии 
все есть коробка зарядка 
в марте купил почти новый
обмен только на айфон 7 128гб
пишите!!!!",Мобильные телефоны » Samsung,Нур-Султан (Астана),29 ноября 2020 г.,  41 
Продам                                    хуавей,Договорная цена,Продам хуавей 7 новая 2 дня пользовались все в упаковке причина продаж подарили другую сотку СРОЧНО ЕСТЬ ТОРГ,Мобильные телефоны » Huawei,Балхаш,29 ноября 2020 г.,  2 
Samsung Galaxy A51,105 000 ₸,Samsung Galaxy A51 128G SM-A515F/DSN. Смартфон брал в Технодоме 02. 10 2020. Смартфон в новом состоянии ни единой... ,Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  439 
Продам! КПК. Dopod HTC Innovation Windows!,8 000 ₸,"Продам! КПК-Карманный персональный компьютер--Dopod HTC Innovation Windows. !
1-сим-я!
Надо русифицировать!
Срочно!... ",Мобильные телефоны » HTC,Алматы,29 ноября 2020 г.,  1806 
Iphone 7,80 000 ₸,"Продам iPhone 7 rose gold 32 gb. В отличном состоянии. В ремонте никогда не был.  Коробка, документы, наушники,... ",Мобильные телефоны » Apple,Актау,29 ноября 2020 г.,  264 
Lenovo ZUK Z2 смартфон,45 000 ₸,"LTE 4G двухсимочный смартфон, экран 5"" Full HD, 1080 x 1920, мощный процессор.Snapdragon 820, 64-Bit.
4 Гб оперативной... ",Мобильные телефоны » Lenovo,Алматы,29 ноября 2020 г.,  1762 
Продам или обменяю iPhone 5s оригинал на Айфон 6s или на 7 можно сломанный,20 000 ₸,"Продам или обменяю айфон 5s оригинал.
Зарядка, документы, коробка все есть.
-не работает динамик, есть царапины.
+2... ",Мобильные телефоны » Apple,Костанай,29 ноября 2020 г.,  617 
срочно куплю айфон 6 не дорогой рабочий,Договорная цена,"срочно куплю айфон 6 не дорогой рабочий б/у
От 5000-15000",Мобильные телефоны » Apple,Костанай,29 ноября 2020 г.,  23 
Айфон 11,320 000 ₸,Продам новый брала только не давно память 128 гб 1 сим белый,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  54 
IPhone 7 - 128 GB.,90 000 ₸,Продам IPhone 7. Память -128 GB. Куплен у официального реселлера - Apples Kazakhstan. Один хозяин. Торг на месте.... ,Мобильные телефоны » Apple,Есик,29 ноября 2020 г.,  18 
Продам Самсунг г3,6 000 ₸,Телефон нормально состоянии есть один минус нет кнопки включения и выключения а стольное всё работает,Мобильные телефоны » Samsung,Макинск,29 ноября 2020 г.,  8 
Продаётся Samsung S 5 16гб,"18 000 ₸ 
                                    Срочно, торг
                                ","Состояние хорошее, не битый, на ремонте не было никогда, все работает. Причина продажи: купила новый телефон. Чехол... ",Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  361 
