names,prices,description,phone_model,city,date,view
Xiaomi MI8 Lite. Сияоми ми 8 лайт,70 000 ₸,"Телефон хороший .Ничего не менялось,все роддное 
Скол на камере есть(ремонт 4-5 тыс),но камера все снимает так же... ",Мобильные телефоны » Xiaomi,Алматы,29 ноября 2020 г.,  12 
"Iphone 8, айфон 8",150 000 ₸,"Айфон 8, space gray, 64 gb, в отличном состояний, всегда был в чехле и в стекле. Будете пользоваться еще долго и... ",Мобильные телефоны » Apple,Петропавловск,29 ноября 2020 г.,  264 
iPhone XR 64,185 000 ₸,"Продаю iPhone XR 64памяти, держал очень аккуратно, продаю телефон и коробку 
Емкость аккумулятора 91%
Состояние... ",Мобильные телефоны » Apple,Нур-Султан (Астана),29 ноября 2020 г.,  247 
iPhone 8 64,120 000 ₸,"iPhone 8 
Идеальное состояние 
Коробка и зардяка родная
Ремонта не было

Чехол в подарок",Мобильные телефоны » Apple,Нур-Султан (Астана),29 ноября 2020 г.,  122 
IPhone XS 256,225 000 ₸,"Куплен год назад
Идеальное состочние,
Ммнусов нет
Комплект полный 
Износ аккумулятора 87%",Мобильные телефоны » Apple,Нур-Султан (Астана),29 ноября 2020 г.,  109 
Продам телефон в отличном состоянии,75 000 ₸,"Размер экрана, дюйм: 6.52

Разрешение экрана: 1600 х 720 [20:9]

Тип матрицы: IPS

Объем оперативной памяти: 4... ",Мобильные телефоны » Другой,Караганда,29 ноября 2020 г.,  3 
Продам телефон,65 000 ₸,"Продам Nokia 6. 2 32гб, 2019 год, хорошее состояние(как новый), полная комплектация(включая документы)
Торг присутствует",Мобильные телефоны » Nokia,Павлодар,29 ноября 2020 г.,  7 
"Торг присутствует, Xiaomi redmi note 8, срочно нужны деньги",45 000 ₸,"64 ГБ/4 Оперативная память
Дисплей целый а стекло треснуто
в рабочем состоянии, деньги срочно нужны",Мобильные телефоны » Xiaomi,Алматы,29 ноября 2020 г.,  45 
Продам xiomi mia1,30 000 ₸,В хорошем состоянии. 4 на 32.,Мобильные телефоны » Xiaomi,Актобе,29 ноября 2020 г.,  14 
Продаю телефоны,20 000 ₸,Продаю телефоны самсунг G350E каждыи по 20000тенге срочна,Мобильные телефоны » Samsung,Караганда,29 ноября 2020 г.,  20 
Продаю прастые телефоны,5 000 ₸,Продаю прастые телефоны каждыи по 5000срочна,Мобильные телефоны » Nokia,Караганда,29 ноября 2020 г.,  7 
Продаю телефон,20 000 ₸,Продаю телефон ленова A536,Мобильные телефоны » Lenovo,Караганда,29 ноября 2020 г.,  16 
iPhone 7 32 GB Айфон 6,79 000 ₸,Продам айфон 7 32 гигабайтов пользуюсь чуть меньше года все в идеальном порядке все в точности как на фото недавно... ,Мобильные телефоны » Apple,Актау,29 ноября 2020 г.,  50 
Продам samsung galaxy s3,6 000 ₸,Телефон в хорошем состоянии экран разбит но не влияет на работу  есть 1 нету кнопки включения в остальном всё работает... ,Мобильные телефоны » Samsung,Макинск,29 ноября 2020 г.,  17 
CUBOT X30,95 000 ₸,"CUBOT X30. Новый. Размеры: 76. 44 x 157. 05 x 8. 5 мм Вес: 212 г

SoC: Mediatek Helio P60 (MT6771V) Процессор: 4x 2. 0... ",Мобильные телефоны » CUBOT,Костанай,29 ноября 2020 г.,  103 
A21s,60 000 ₸,Срочно акша керек цена окончательно,Мобильные телефоны » Samsung,Шымкент,29 ноября 2020 г.,  26 
3д экран,2 500 ₸,Новый кара цвет 2шт калды.,Мобильные телефоны » Другой,Кызылорда,29 ноября 2020 г.,  21 
Продам телефон срочно xiomi 6 a,20 000 ₸,Продам смартфон срочно состояние 10 /10 пользовался аккуратно и бережно память 16 Гб документы всё имеется кроме... ,Мобильные телефоны » Xiaomi,Караганда,29 ноября 2020 г.,  56 
iphone 11pro max,15 000 ₸,Б/у айфон 11 про мах реплика нечем не отличить кроме плей маркета а так протереть заднюю панель и как новый не виснет... ,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  1146 
